Area in Sqrt,No.of Bhk,Location,price_rupees,price_per_sqft,area_per_bhk
1303,2,Sector 150,8580000,6584.804297774367,651.5
3000,4,Sector 150,21600000,7200.0,750.0
3500,4,Sector 150,17600000,5028.571428571428,875.0
2450,3,Sector 150,15100000,6163.265306122449,816.6666666666666
3650,4,Sector 150,22400000,6136.986301369864,912.5
3685,4,Sector 150,21100000,5725.915875169607,921.25
1404,3,Sector 150,10500000,7478.6324786324785,468.0
1285,3,Sector 137,5100000,3968.871595330739,428.3333333333333
1070,2,Sector 137,3900000,3644.8598130841124,535.0
1592,3,Sector 137,6400000,4020.100502512563,530.6666666666666
1695,3,Sector 137,6800000,4011.7994100294986,565.0
1410,3,Sector 137,5700000,4042.553191489362,470.0
1950,3,Sector 137,7800000,4000.0,650.0
1725,3,Sector 137,6900000,4000.0,575.0
783,3,Sector 150,10500000,13409.961685823755,261.0
783,3,Sector 150,10500000,13409.961685823755,261.0
783,3,Sector 150,10500000,13409.961685823755,261.0
783,3,Sector 150,10500000,13409.961685823755,261.0
981,3,Sector 150,12800000,13047.910295616717,327.0
981,3,Sector 150,12800000,13047.910295616717,327.0
648,2,Sector 150,9316000,14376.543209876543,324.0
648,2,Sector 150,9316000,14376.543209876543,324.0
950,2,Sector 45,2800000,2947.3684210526317,475.0
4150,4,Sector 94,68400000,16481.927710843374,1037.5
1650,2,Sector 94,22200000,13454.545454545458,825.0
3840,4,Sector 94,59500000,15494.791666666666,960.0
1776,2,Sector 94,23900000,13457.207207207208,888.0
1475,2,Sector 94,19900000,13491.525423728814,737.5
3770,4,Sector 94,58400000,15490.716180371353,942.5
10485,4,Sector 94,314500000,29995.23128278493,2621.25
645,1,Sector 94,9352000,14499.22480620155,645.0
5410,3,Sector 94,162200000,29981.5157116451,1803.3333333333333
4060,3,Sector 94,121700000,29975.36945812808,1353.3333333333333
6550,4,Sector 94,108000000,16488.549618320612,1637.5
4955,4,Sector 94,66800000,13481.331987891019,1238.75
1825,2,Sector 94,24600000,13479.452054794521,912.5
2880,3,Sector 94,47500000,16493.055555555555,960.0
4850,3,Sector 94,80000000,16494.845360824744,1616.6666666666667
3900,4,Sector 94,64300000,16487.17948717949,975.0
7520,4,Sector 94,124000000,16489.36170212766,1880.0
5400,4,Sector 94,72900000,13500.0,1350.0
7490,4,Sector 94,224600000,29986.648865153536,1872.5
9950,4,Sector 94,164100000,16492.46231155779,2487.5
3120,3,Sector 94,51400000,16474.358974358973,1040.0
2380,4,Sector 77,17000000,7142.857142857143,595.0
6000,5,other,62500000,10416.666666666666,1200.0
3500,4,Sector 137,31000000,8857.142857142857,875.0
925,2,Sector 137,4200000,4540.540540540541,462.5
1660,3,Sector 137,6500000,3915.6626506024095,553.3333333333334
1265,3,Sector 137,5700000,4505.928853754941,421.6666666666667
1819,4,Sector 150,19300000,10610.225398570643,454.75
1130,3,Sector 150,10600000,9380.530973451327,376.6666666666667
1615,4,Sector 150,16600000,10278.637770897833,403.75
1356,3,Sector 150,14900000,10988.200589970502,452.0
1227,3,Sector 150,11399999,9290.953545232273,409.0
1575,3,Sector 150,8591000,5454.603174603175,525.0
1285,3,Sector 150,7009000,5454.474708171207,428.3333333333333
1100,2,Sector 150,6000000,5454.545454545455,550.0
1404,3,Sector 150,10900000,7763.532763532764,468.0
1675,3,Sector 150,12000000,7164.179104477612,558.3333333333334
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
1150,3,Sector 121,2990000,2600.0,383.3333333333333
925,2,Sector 121,2499000,2701.6216216216217,462.5
1200,3,Sector 121,3200000,2666.6666666666665,400.0
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
1150,3,Sector 121,3190000,2773.913043478261,383.3333333333333
1200,3,Sector 121,3199000,2665.8333333333335,400.0
1150,3,Sector 121,3190000,2773.913043478261,383.3333333333333
1200,3,Sector 121,3190000,2658.3333333333335,400.0
1150,3,Sector 121,3190000,2773.913043478261,383.3333333333333
925,2,Sector 121,2499000,2701.6216216216217,462.5
950,2,Sector 121,2499000,2630.5263157894738,475.0
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
1150,3,Sector 121,3190000,2773.913043478261,383.3333333333333
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
925,2,Sector 121,2499000,2701.6216216216217,462.5
1615,3,Sector 150,12000000,7430.340557275542,538.3333333333334
1096,2,Sector 137,6700000,6113.138686131387,548.0
1096,2,Sector 137,6700000,6113.138686131387,548.0
3200,4,Sector 152,21500000,6718.75,800.0
2350,3,Sector 152,16000000,6808.510638297872,783.3333333333334
1850,3,Sector 152,12700000,6864.864864864865,616.6666666666666
1245,2,Sector 79,8175000,6566.265060240964,622.5
1245,2,Sector 79,8175000,6566.265060240964,622.5
1245,2,Sector 79,8175000,6566.265060240964,622.5
1245,2,Sector 79,8175000,6566.265060240964,622.5
2335,4,Sector 79,15700000,6723.768736616702,583.75
2335,4,Sector 79,15700000,6723.768736616702,583.75
1645,3,Sector 79,10600000,6443.768996960486,548.3333333333334
1645,3,Sector 79,10600000,6443.768996960486,548.3333333333334
1470,3,Sector 77,8526000,5800.0,490.0
2715,5,Sector 79,18700000,6887.661141804788,543.0
2715,5,Sector 79,18700000,6887.661141804788,543.0
1075,2,Sector 77,6235000,5800.0,537.5
1895,3,Sector 79,12300000,6490.765171503957,631.6666666666666
1895,3,Sector 79,12300000,6490.765171503957,631.6666666666666
1470,3,Sector 77,8526000,5800.0,490.0
990,2,Sector 77,5742000,5800.0,495.0
1215,2,Sector 79,8109999,6674.897119341563,607.5
1215,2,Sector 79,8109999,6674.897119341563,607.5
1765,3,Sector 77,10200000,5779.036827195468,588.3333333333334
1470,3,Sector 77,8526000,5800.0,490.0
1620,3,Sector 79,11000000,6790.123456790124,540.0
1620,3,Sector 79,11000000,6790.123456790124,540.0
1150,2,Sector 77,6670000,5800.0,575.0
1075,2,Sector 77,6235000,5800.0,537.5
1385,2,Sector 79,9370000,6765.342960288809,692.5
1385,2,Sector 79,9370000,6765.342960288809,692.5
1615,3,Sector 77,9367000,5800.0,538.3333333333334
990,2,Sector 77,5742000,5800.0,495.0
1085,2,Sector 77,6293000,5800.0,542.5
1765,3,Sector 77,10200000,5779.036827195468,588.3333333333334
1150,2,Sector 77,6670000,5800.0,575.0
1695,3,Sector 77,9831000,5800.0,565.0
1310,2,Sector 77,7598000,5800.0,655.0
1615,3,Sector 77,9367000,5800.0,538.3333333333334
1085,2,Sector 77,6293000,5800.0,542.5
1695,3,Sector 77,9831000,5800.0,565.0
1310,2,Sector 77,7598000,5800.0,655.0
1400,3,Sector 77,8120000,5800.0,466.6666666666667
3200,4,Sector 78,25600000,8000.0,800.0
3200,4,Sector 78,25600000,8000.0,800.0
3200,4,Sector 78,25600000,8000.0,800.0
3200,4,Sector 78,25600000,8000.0,800.0
1900,3,Sector 78,10600000,5578.9473684210525,633.3333333333334
1900,3,Sector 78,10600000,5578.9473684210525,633.3333333333334
2925,4,Sector 78,23400000,8000.0,731.25
2925,4,Sector 78,23400000,8000.0,731.25
4900,5,Sector 78,39200000,8000.0,980.0
4900,5,Sector 78,39200000,8000.0,980.0
3700,5,Sector 78,29600000,8000.0,740.0
3700,5,Sector 78,29600000,8000.0,740.0
1650,3,Sector 78,9240000,5600.0,550.0
1650,3,Sector 78,9240000,5600.0,550.0
1290,2,Sector 78,7223999,5599.999999999999,645.0
1290,2,Sector 78,7223999,5599.999999999999,645.0
1690,3,Sector 78,9464000,5600.0,563.3333333333334
1690,3,Sector 78,9464000,5600.0,563.3333333333334
1250,2,Sector 78,7000000,5600.0,625.0
1250,2,Sector 78,7000000,5600.0,625.0
1825,3,Sector 78,10200000,5589.041095890411,608.3333333333334
1825,3,Sector 78,10200000,5589.041095890411,608.3333333333334
3250,4,Sector 78,26000000,8000.0,812.5
3250,4,Sector 78,26000000,8000.0,812.5
1480,3,Sector 78,8288000,5600.0,493.3333333333333
1480,3,Sector 78,8288000,5600.0,493.3333333333333
1550,3,Sector 78,8680000,5600.0,516.6666666666666
1550,3,Sector 78,8680000,5600.0,516.6666666666666
1150,2,Sector 78,6440000,5600.000000000001,575.0
1150,2,Sector 78,6440000,5600.000000000001,575.0
1350,2,Sector 78,7559999,5599.999999999999,675.0
1350,2,Sector 78,7559999,5599.999999999999,675.0
2070,3,Sector 78,11500000,5555.555555555556,690.0
2070,3,Sector 78,11500000,5555.555555555556,690.0
4075,5,Sector 78,32599999,7999.999999999999,815.0
4075,5,Sector 78,32599999,7999.999999999999,815.0
4150,4,other,30000000,7228.915662650603,1037.5
4500,8,other,36000000,8000.0,562.5
2488,3,other,3500000,1406.7524115755627,829.3333333333334
3754,5,Sector 43,47500000,12653.169952051145,750.8
4720,4,Sector 79,33000000,6991.525423728814,1180.0
3200,4,Sector 150,17600000,5500.0,800.0
2300,3,Sector 150,12600000,5478.260869565217,766.6666666666666
1750,3,Sector 150,9625000,5500.0,583.3333333333334
1100,2,Sector 43,12500000,11363.636363636364,550.0
5080,5,Sector 76,17300000,3405.511811023622,1016.0
700,2,Sector 73,3200000,4571.428571428572,350.0
4400,4,Sector 76,15000000,3409.090909090909,1100.0
1922,3,Sector 150,9625000,5007.80437044745,640.6666666666666
1050,2,Sector 45,3500000,3333.3333333333335,525.0
570,1,Sector 45,1800000,3157.8947368421054,570.0
560,1,Sector 45,1725000,3080.3571428571427,560.0
550,1,Sector 45,1490000,2709.090909090909,550.0
550,1,Sector 45,1900000,3454.5454545454545,550.0
550,1,Sector 45,1700000,3090.909090909091,550.0
560,1,Sector 45,1550000,2767.8571428571427,560.0
560,1,Sector 45,1775000,3169.6428571428573,560.0
550,1,Sector 45,1800000,3272.7272727272725,550.0
960,2,Sector 45,3200000,3333.3333333333335,480.0
1385,3,other,6000000,4332.129963898917,461.6666666666667
1100,2,Sector 150,6600000,6000.0,550.0
2700,4,Sector 150,21400000,7925.925925925926,675.0
3027,4,Sector 150,23900000,7895.606210769739,756.75
1325,3,Sector 119,6000000,4528.301886792453,441.6666666666667
1325,3,Sector 119,6200000,4679.245283018868,441.6666666666667
935,2,Sector 43,3025000,3235.294117647059,467.5
940,2,Sector 43,2990000,3180.851063829787,470.0
570,1,Sector 45,1800000,3157.8947368421054,570.0
970,2,Sector 49,3500000,3608.2474226804125,485.0
940,2,Sector 73,2800000,2978.723404255319,470.0
950,2,Sector 49,3500000,3684.2105263157896,475.0
990,2,Sector 43,3479999,3515.1515151515146,495.0
950,2,Sector 45,3000000,3157.8947368421054,475.0
950,2,Sector 45,2720000,2863.157894736842,475.0
555,1,Sector 45,1550000,2792.7927927927926,555.0
540,1,Sector 45,1350000,2500.0,540.0
510,1,Sector 45,1275000,2500.0,510.0
575,1,Sector 45,1775000,3086.9565217391305,575.0
560,1,Sector 45,2000000,3571.4285714285716,560.0
560,1,Sector 45,1400000,2500.0,560.0
950,2,Sector 45,3400000,3578.9473684210525,475.0
955,2,Sector 73,2880000,3015.7068062827225,477.5
960,2,Sector 45,3200000,3333.3333333333335,480.0
950,2,Sector 73,2900000,3052.6315789473683,475.0
950,2,Sector 45,2750000,2894.7368421052633,475.0
955,2,Sector 45,2725000,2853.4031413612565,477.5
920,2,Sector 45,2750000,2989.1304347826085,460.0
1000,2,Sector 45,2850000,2850.0,500.0
950,2,Sector 45,2750000,2894.7368421052633,475.0
1050,2,Sector 45,3300000,3142.8571428571427,525.0
980,2,Sector 45,3500000,3571.4285714285716,490.0
1050,2,Sector 45,3350000,3190.4761904761904,525.0
950,2,Sector 73,2900000,3052.6315789473683,475.0
1000,2,Sector 43,3450000,3450.0,500.0
1000,2,Sector 43,3500000,3500.0,500.0
551,1,Sector 45,1575000,2858.439201451906,551.0
980,2,Sector 44,3200000,3265.3061224489797,490.0
940,2,Sector 45,3279999,3489.361702127659,470.0
960,2,Sector 45,3300000,3437.5,480.0
955,2,Sector 73,2850000,2984.2931937172775,477.5
580,1,Sector 45,1610000,2775.8620689655177,580.0
950,2,Sector 45,2700000,2842.1052631578946,475.0
950,2,Sector 45,2800000,2947.3684210526317,475.0
940,2,Sector 45,2800000,2978.723404255319,470.0
950,2,Sector 73,2900000,3052.6315789473683,475.0
940,2,Sector 43,3000000,3191.4893617021276,470.0
1045,2,Sector 43,3500000,3349.282296650718,522.5
950,2,Sector 43,3400000,3578.9473684210525,475.0
950,2,Sector 45,2750000,2894.7368421052633,475.0
980,2,Sector 73,3000000,3061.2244897959185,490.0
960,2,Sector 73,2875000,2994.7916666666665,480.0
970,2,Sector 73,2950000,3041.237113402062,485.0
950,2,Sector 73,2800000,2947.3684210526317,475.0
950,2,Sector 73,2850000,3000.0,475.0
940,2,Sector 43,3100000,3297.872340425532,470.0
940,2,Sector 43,3050000,3244.68085106383,470.0
970,2,Sector 73,2900000,2989.6907216494847,485.0
950,2,Sector 45,2675000,2815.7894736842104,475.0
960,2,Sector 45,2650000,2760.4166666666665,480.0
940,2,Sector 45,2700000,2872.340425531915,470.0
980,2,Sector 110,3100000,3163.265306122449,490.0
980,2,Sector 110,3050000,3112.2448979591836,490.0
980,2,Sector 110,3000000,3061.2244897959185,490.0
980,2,Sector 110,2850000,2908.1632653061224,490.0
1100,2,Sector 45,3350000,3045.4545454545455,550.0
580,1,Sector 45,1750000,3017.2413793103447,580.0
925,2,Sector 45,3200000,3459.4594594594596,462.5
960,2,Sector 73,2850000,2968.75,480.0
970,2,Sector 73,2900000,2989.6907216494847,485.0
960,2,Sector 73,2925000,3046.875,480.0
980,2,Sector 43,3425000,3494.8979591836733,490.0
1000,2,Sector 43,3450000,3450.0,500.0
950,2,Sector 110,2950000,3105.2631578947367,475.0
975,2,Sector 110,3025000,3102.5641025641025,487.5
980,2,Sector 110,3050000,3112.2448979591836,490.0
950,2,Sector 45,3400000,3578.9473684210525,475.0
1000,2,Sector 45,2850000,2850.0,500.0
1050,2,Sector 45,3300000,3142.8571428571427,525.0
945,2,Sector 45,2710000,2867.7248677248676,472.5
970,2,Sector 73,2950000,3041.237113402062,485.0
950,2,Sector 45,2690000,2831.5789473684213,475.0
1000,2,Sector 43,3500000,3500.0,500.0
960,2,Sector 110,2800000,2916.6666666666665,480.0
950,2,Sector 43,2800000,2947.3684210526317,475.0
950,2,Sector 73,2825000,2973.684210526316,475.0
950,2,Sector 73,2800000,2947.3684210526317,475.0
940,2,Sector 45,3149000,3350.0,470.0
950,2,Sector 45,3300000,3473.684210526316,475.0
970,2,Sector 45,3150000,3247.422680412371,485.0
950,2,Sector 45,2775000,2921.0526315789475,475.0
950,2,Sector 45,2721000,2864.2105263157896,475.0
950,2,Sector 49,3200000,3368.4210526315787,475.0
970,2,Sector 49,3400000,3505.1546391752577,485.0
950,2,Sector 43,2850000,3000.0,475.0
975,2,Sector 45,3100000,3179.4871794871797,487.5
990,2,Sector 43,3350000,3383.838383838384,495.0
932,2,Sector 45,3075000,3299.3562231759656,466.0
940,2,Sector 45,3050000,3244.68085106383,470.0
920,2,Sector 45,3075000,3342.391304347826,460.0
930,2,Sector 45,3100000,3333.3333333333335,465.0
950,2,Sector 43,2875000,3026.315789473684,475.0
1907,3,Sector 150,16500000,8652.33350812795,635.6666666666666
1202,2,Sector 137,5010000,4168.053244592346,601.0
1040,2,Sector 137,4380000,4211.538461538462,520.0
1511,3,Sector 150,18500000,12243.547319655858,503.6666666666667
890,2,Sector 150,11700000,13146.067415730337,445.0
1322,3,Sector 150,15800000,11951.58850226929,440.6666666666667
1794,3,Sector 150,20299999,11315.496098104792,598.0
849,2,Sector 150,10800000,12720.848056537103,424.5
2990,4,Sector 150,15800000,5284.280936454849,747.5
2230,3,Sector 150,11800000,5291.479820627803,743.3333333333334
1980,3,Sector 150,10400000,5252.525252525253,660.0
934,3,Sector 150,7998999,8564.23982869379,311.3333333333333
1151,3,Sector 150,9582000,8324.9348392702,383.6666666666667
3198,4,Sector 150,25700000,8036.272670419012,799.5
1969,2,Sector 150,14600000,7414.931437277806,984.5
1305,2,Sector 150,9700000,7432.9501915708815,652.5
3165,3,Sector 150,24000000,7582.938388625593,1055.0
2440,3,Sector 150,18600000,7622.950819672131,813.3333333333334
1947,3,Sector 150,15000000,7704.160246533128,649.0
3964,4,Sector 150,30500000,7694.248234106963,991.0
1037,1,Sector 150,7800000,7521.697203471553,1037.0
1266,2,Sector 150,9700000,7661.927330173776,633.0
1265,2,Sector 150,9700000,7667.98418972332,632.5
2062,3,Sector 150,14600000,7080.504364694471,687.3333333333334
2062,3,Sector 150,14600000,7080.504364694471,687.3333333333334
2330,3,Sector 150,16399999,7038.626609442059,776.6666666666666
2330,3,Sector 150,16399999,7038.626609442059,776.6666666666666
3280,4,Sector 150,18200000,5548.780487804878,820.0
950,2,Sector 45,2700000,2842.1052631578946,475.0
3027,4,Sector 150,24200000,7994.714238519987,756.75
2697,4,Sector 150,21500000,7971.820541342232,674.25
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2040,3,Sector 150,15000000,7352.941176470588,680.0
2040,3,Sector 150,15000000,7352.941176470588,680.0
3355,4,Sector 150,21100000,6289.120715350224,838.75
3355,4,Sector 150,21100000,6289.120715350224,838.75
1700,3,Sector 150,12800000,7529.411764705882,566.6666666666666
1700,3,Sector 150,12800000,7529.411764705882,566.6666666666666
2050,4,Sector 150,19700000,9609.756097560976,512.5
2050,4,Sector 150,19700000,9609.756097560976,512.5
1430,3,Sector 150,15000000,10489.510489510489,476.6666666666667
1430,3,Sector 150,15000000,10489.510489510489,476.6666666666667
1025,2,Sector 43,3475000,3390.243902439024,512.5
925,2,Sector 43,3200000,3459.4594594594596,462.5
500,1,Sector 45,1250000,2500.0,500.0
580,1,Sector 73,1800000,3103.448275862069,580.0
950,2,Sector 45,2700000,2842.1052631578946,475.0
950,2,Sector 45,3200000,3368.4210526315787,475.0
1150,3,Sector 73,3800000,3304.3478260869565,383.3333333333333
580,1,Sector 73,1700000,2931.0344827586205,580.0
500,1,Sector 45,1250000,2500.0,500.0
1050,2,Sector 45,3350000,3190.4761904761904,525.0
975,2,Sector 45,3200000,3282.051282051282,487.5
510,1,Sector 45,1300000,2549.0196078431372,510.0
1050,2,Sector 45,3500000,3333.3333333333335,525.0
980,2,Sector 73,3000000,3061.2244897959185,490.0
970,2,Sector 45,3100000,3195.8762886597938,485.0
1608,3,Sector 128,36900000,22947.761194029852,536.0
2126,4,Sector 128,50800000,23894.63781749765,531.5
2122,4,Sector 128,48099999,22667.29500471253,530.5
1608,3,Sector 128,36900000,22947.761194029852,536.0
2126,4,Sector 128,50800000,23894.63781749765,531.5
2122,4,Sector 128,48099999,22667.29500471253,530.5
2105,4,Sector 128,50400000,23942.992874109263,526.25
2100,4,Sector 128,47800000,22761.904761904763,525.0
1630,3,Sector 128,37200000,22822.085889570553,543.3333333333334
1404,3,Sector 150,10200000,7264.957264957265,468.0
981,3,Sector 150,12800000,13047.910295616717,327.0
648,2,Sector 150,9316000,14376.543209876543,324.0
1907,3,Sector 150,14600000,7656.004195070792,635.6666666666666
1907,3,Sector 150,14600000,7656.004195070792,635.6666666666666
2062,3,Sector 150,16299999,7904.946653734238,687.3333333333334
2062,3,Sector 150,16299999,7904.946653734238,687.3333333333334
2330,3,Sector 150,16399999,7038.626609442059,776.6666666666666
2330,3,Sector 150,16399999,7038.626609442059,776.6666666666666
771,2,Sector 150,7900000,10246.433203631646,385.5
801,2,Sector 150,8404000,10491.885143570536,400.5
773,2,Sector 150,7920999,10247.089262613194,386.5
1455,3,Sector 150,15100000,10378.006872852233,485.0
977,2,Sector 150,9696000,9924.257932446264,488.5
1903,4,Sector 150,19900000,10457.17288491855,475.75
1202,3,Sector 150,11800000,9816.971713810317,400.6666666666667
975,2,Sector 73,2980000,3056.4102564102564,487.5
950,2,Sector 73,2910000,3063.157894736842,475.0
1025,2,Sector 73,2895000,2824.390243902439,512.5
990,2,Sector 73,2900000,2929.2929292929293,495.0
970,2,Sector 73,2925000,3015.463917525773,485.0
1792,3,Sector 150,9146000,5103.794642857143,597.3333333333334
1675,3,Sector 150,10700000,6388.059701492537,558.3333333333334
2268,3,Sector 150,14600000,6437.389770723104,756.0
980,2,Sector 73,2950000,3010.204081632653,490.0
955,2,Sector 45,2700000,2827.2251308900522,477.5
1470,3,Sector 77,8526000,5800.0,490.0
1075,2,Sector 77,6235000,5800.0,537.5
1470,3,Sector 77,8526000,5800.0,490.0
1075,2,Sector 77,6235000,5800.0,537.5
1470,3,Sector 77,8526000,5800.0,490.0
990,2,Sector 77,5742000,5800.0,495.0
1075,2,Sector 77,6235000,5800.0,537.5
990,2,Sector 77,5742000,5800.0,495.0
1765,3,Sector 77,10200000,5779.036827195468,588.3333333333334
1765,3,Sector 77,10200000,5779.036827195468,588.3333333333334
1150,2,Sector 77,6670000,5800.0,575.0
1150,2,Sector 77,6670000,5800.0,575.0
1615,3,Sector 77,9367000,5800.0,538.3333333333334
1615,3,Sector 77,9367000,5800.0,538.3333333333334
1085,2,Sector 77,6293000,5800.0,542.5
1085,2,Sector 77,6293000,5800.0,542.5
1695,3,Sector 77,9831000,5800.0,565.0
1695,3,Sector 77,9831000,5800.0,565.0
1310,2,Sector 77,7598000,5800.0,655.0
1310,2,Sector 77,7598000,5800.0,655.0
1400,3,Sector 77,8120000,5800.0,466.6666666666667
1400,3,Sector 77,8120000,5800.0,466.6666666666667
1753,4,Sector 43,40500000,23103.251568739302,438.25
2080,5,Sector 43,50800000,24423.076923076922,416.0
1848,4,Sector 43,43900000,23755.411255411254,462.0
1750,3,Sector 150,10800000,6171.428571428572,583.3333333333334
3220,4,Sector 150,22599999,7018.63354037267,805.0
2190,3,Sector 150,14200000,6484.018264840182,730.0
2460,3,Sector 150,17400000,7073.170731707317,820.0
1625,3,Sector 119,7200000,4430.7692307692305,541.6666666666666
1625,3,Sector 119,8000000,4923.076923076923,541.6666666666666
1880,3,Sector 79,12200000,6489.36170212766,626.6666666666666
2725,4,Sector 79,18300000,6715.59633027523,681.25
2725,4,Sector 79,18500000,6788.9908256880735,681.25
1380,2,Sector 79,8100000,5869.565217391304,690.0
1730,3,Sector 79,12500000,7225.43352601156,576.6666666666666
2725,4,Sector 79,18000000,6605.504587155963,681.25
6000,5,Sector 79,54800000,9133.333333333334,1200.0
6000,5,Sector 79,55000000,9166.666666666666,1200.0
980,2,Sector 73,2750000,2806.122448979592,490.0
2410,4,Sector 76,13500000,5601.659751037344,602.5
2410,4,Sector 76,13500000,5601.659751037344,602.5
4910,3,Sector 76,15600000,3177.1894093686356,1636.6666666666667
1835,3,Sector 76,10300000,5613.07901907357,611.6666666666666
2910,3,Sector 76,15600000,5360.8247422680415,970.0
1675,3,Sector 150,12000000,7164.179104477612,558.3333333333334
1000,3,Sector 150,10900000,10900.0,333.3333333333333
820,2,Sector 150,9009000,10986.585365853658,410.0
816,2,Sector 150,8868000,10867.64705882353,408.0
1675,3,Sector 150,13000000,7761.194029850746,558.3333333333334
1675,3,Sector 150,12000000,7164.179104477612,558.3333333333334
1155,2,Sector 150,9009000,7800.0,577.5
925,2,Sector 121,2399000,2593.5135135135133,462.5
725,1,Sector 121,1695000,2337.9310344827586,725.0
940,2,Sector 43,3100000,3297.872340425532,470.0
792,2,Sector 44,2649000,3344.6969696969695,396.0
1187,3,Sector 44,3970000,3344.5661331086776,395.6666666666667
1194,3,Sector 44,3993000,3344.221105527638,398.0
1165,3,Sector 44,3896000,3344.206008583691,388.3333333333333
832,2,Sector 44,2783000,3344.951923076923,416.0
905,2,Sector 121,2245000,2480.6629834254145,452.5
925,2,Sector 121,2195000,2372.972972972973,462.5
1200,3,Sector 121,2995000,2495.8333333333335,400.0
915,2,Sector 121,2195000,2398.907103825137,457.5
1750,3,Sector 75,9625000,5500.0,583.3333333333334
1385,2,Sector 79,11900000,8592.057761732853,692.5
2350,4,Sector 150,18700000,7957.446808510638,587.5
1404,3,Sector 150,10500000,7478.6324786324785,468.0
1404,3,Sector 150,10500000,7478.6324786324785,468.0
2910,3,Sector 76,15200000,5223.367697594502,970.0
1110,2,Sector 78,6600000,5945.945945945946,555.0
1555,3,Sector 79,10000000,6430.868167202572,518.3333333333334
1355,3,Sector 79,8500000,6273.062730627306,451.6666666666667
1555,3,Sector 79,10000000,6430.868167202572,518.3333333333334
725,1,Sector 78,3900000,5379.310344827586,725.0
1675,3,Sector 150,9470000,5653.731343283582,558.3333333333334
2700,4,Sector 150,21500000,7962.962962962963,675.0
1137,2,Sector 150,5800000,5101.143359718558,568.5
1055,2,Sector 43,10800000,10236.966824644549,527.5
1645,3,Sector 76,9000000,5471.12462006079,548.3333333333334
3312,3,Sector 108,27500000,8303.140096618357,1104.0
2548,3,Sector 50,25600000,10047.095761381475,849.3333333333334
3300,4,Sector 150,23000000,6969.69696969697,825.0
2558,3,Sector 50,26500000,10359.65598123534,852.6666666666666
1405,3,Sector 107,8500000,6049.82206405694,468.3333333333333
2350,3,Sector 150,18000000,7659.574468085107,783.3333333333334
2558,3,Sector 50,26500000,10359.65598123534,852.6666666666666
1405,3,Sector 107,8500000,6049.82206405694,468.3333333333333
2350,3,Sector 150,18000000,7659.574468085107,783.3333333333334
1650,3,Sector 43,19000000,11515.151515151516,550.0
1585,3,Sector 78,11000000,6940.06309148265,528.3333333333334
2558,3,Sector 50,26500000,10359.65598123534,852.6666666666666
3198,4,Sector 150,28500000,8911.819887429643,799.5
2548,3,Sector 50,26500000,10400.313971742544,849.3333333333334
2548,3,Sector 50,26500000,10400.313971742544,849.3333333333334
1675,3,Sector 150,11299999,6746.268656716416,558.3333333333334
2560,3,Sector 50,26500000,10351.5625,853.3333333333334
2555,3,Sector 50,26500000,10371.819960861058,851.6666666666666
2560,3,Sector 50,26500000,10351.5625,853.3333333333334
1010,2,Sector 78,5600000,5544.554455445545,505.0
1110,2,Sector 78,6000000,5405.405405405405,555.0
950,2,Sector 78,5250000,5526.315789473684,475.0
1000,2,Sector 78,6000000,6000.0,500.0
2105,3,Sector 78,11500000,5463.1828978622325,701.6666666666666
1000,2,Sector 78,6000000,6000.0,500.0
1000,2,Sector 78,5500000,5500.0,500.0
1510,3,Sector 78,8500000,5629.139072847682,503.3333333333333
1555,3,Sector 79,10000000,6430.868167202572,518.3333333333334
1355,3,Sector 79,8500000,6273.062730627306,451.6666666666667
1555,3,Sector 79,10000000,6430.868167202572,518.3333333333334
725,1,Sector 78,3900000,5379.310344827586,725.0
890,2,other,4150000,4662.921348314607,445.0
1519,3,Sector 150,16399999,10796.576695194206,506.3333333333333
2251,4,Sector 150,22700000,10084.40693025322,562.75
3650,4,Sector 150,22400000,6136.986301369864,912.5
2750,3,Sector 150,16900000,6145.454545454545,916.6666666666666
2450,3,Sector 150,15000000,6122.448979591837,816.6666666666666
2850,3,Sector 150,17500000,6140.350877192983,950.0
3075,4,Sector 76,15200000,4943.089430894309,768.75
1230,2,Sector 75,10500000,8536.585365853658,615.0
2500,3,Sector 78,30000000,12000.0,833.3333333333334
2765,4,Sector 100,22500000,8137.4321880651,691.25
4200,3,Sector 43,90000000,21428.571428571428,1400.0
1070,2,Sector 137,4700000,4392.523364485981,535.0
1475,3,Sector 144,10600000,7186.440677966101,491.6666666666667
1465,2,Sector 150,9947000,6789.761092150171,732.5
